state,slug,url,relative_output_path
uncooked,pappardelle,https://commons.wikimedia.org/wiki/Special:FilePath/Pappardelle.jpg,uncooked/pappardelle.jpg
cooked,pappardelle,https://commons.wikimedia.org/wiki/Special:FilePath/Pappardelle_with_ragu.jpg,cooked/pappardelle.jpg
uncooked,pillus,https://commons.wikimedia.org/wiki/Special:FilePath/Grattini2.jpg,uncooked/pillus.jpg
cooked,pillus,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/pillus.jpg
uncooked,tripolini,https://commons.wikimedia.org/wiki/Special:FilePath/Tripolini.jpg,uncooked/tripolini.jpg
cooked,tripolini,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/tripolini.jpg
uncooked,trenette,https://commons.wikimedia.org/wiki/Special:FilePath/Trenette.jpg,uncooked/trenette.jpg
cooked,trenette,https://commons.wikimedia.org/wiki/Special:FilePath/Trenette_al_pesto.jpg,cooked/trenette.jpg
uncooked,spaghetti-alla-chitarra,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_alla_chitarra_raw.jpg,uncooked/spaghetti-alla-chitarra.jpg
cooked,spaghetti-alla-chitarra,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_alla_chitarra_con_pallottine.jpg,cooked/spaghetti-alla-chitarra.jpg
uncooked,stringozzi,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_chitarra_top.jpg,uncooked/stringozzi.jpg
cooked,stringozzi,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/stringozzi.jpg
uncooked,tagliolini,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliolini.jpg,uncooked/tagliolini.jpg
cooked,tagliolini,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliolini_al_tartufo.jpg,cooked/tagliolini.jpg
uncooked,bigoli,https://commons.wikimedia.org/wiki/Special:FilePath/Bigoli.jpg,uncooked/bigoli.jpg
cooked,bigoli,https://commons.wikimedia.org/wiki/Special:FilePath/Bigoli_in_salsa.jpg,cooked/bigoli.jpg
uncooked,capellini,https://commons.wikimedia.org/wiki/Special:FilePath/Capellini_pasta.jpg,uncooked/capellini.jpg
cooked,capellini,https://commons.wikimedia.org/wiki/Special:FilePath/Angel_hair_pasta_with_tomatoes.jpg,cooked/capellini.jpg
uncooked,fedelini,https://commons.wikimedia.org/wiki/Special:FilePath/Fedelini.jpg,uncooked/fedelini.jpg
cooked,fedelini,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/fedelini.jpg
uncooked,fusilli-bucati-lunghi,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_uncooked.jpg,uncooked/fusilli-bucati-lunghi.jpg
cooked,fusilli-bucati-lunghi,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_with_pesto.jpg,cooked/fusilli-bucati-lunghi.jpg
uncooked,maccheroncini,https://commons.wikimedia.org/wiki/Special:FilePath/Maccheroncini_campofilone.jpg,uncooked/maccheroncini.jpg
cooked,maccheroncini,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/maccheroncini.jpg
uncooked,maccheroni-inferrati,https://commons.wikimedia.org/wiki/Special:FilePath/Maccheroni_al_ferro.jpg,uncooked/maccheroni-inferrati.jpg
cooked,maccheroni-inferrati,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/maccheroni-inferrati.jpg
uncooked,matriciani,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini.jpg,uncooked/matriciani.jpg
cooked,matriciani,https://commons.wikimedia.org/wiki/Special:FilePath/Tortiglioni_all%27Amatriciana_(17137142927).jpg,cooked/matriciani.jpg
uncooked,perciatelli,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini.jpg,uncooked/perciatelli.jpg
cooked,perciatelli,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_all'amatriciana.jpg,cooked/perciatelli.jpg
uncooked,spaghettini,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_raw.jpg,uncooked/spaghettini.jpg
cooked,spaghettini,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_carbonara.jpg,cooked/spaghettini.jpg
uncooked,spaghettoni,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_raw.jpg,uncooked/spaghettoni.jpg
cooked,spaghettoni,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti_carbonara.jpg,cooked/spaghettoni.jpg
uncooked,vermicelli,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli_uncooked.jpg,uncooked/vermicelli.jpg
cooked,vermicelli,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli_con_le_vongole.jpg,cooked/vermicelli.jpg
uncooked,vermicelloni,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli_uncooked.jpg,uncooked/vermicelloni.jpg
cooked,vermicelloni,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli_con_le_vongole.jpg,cooked/vermicelloni.jpg
uncooked,ravioli,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_uncooked.jpg,uncooked/ravioli.jpg
cooked,ravioli,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_with_sauce.jpg,cooked/ravioli.jpg
uncooked,tortellini,https://commons.wikimedia.org/wiki/Special:FilePath/Tortellini_uncooked.jpg,uncooked/tortellini.jpg
cooked,tortellini,https://commons.wikimedia.org/wiki/Special:FilePath/Tortellini_in_brodo.jpg,cooked/tortellini.jpg
uncooked,agnolotti,https://commons.wikimedia.org/wiki/Special:FilePath/Agnolotti.jpg,uncooked/agnolotti.jpg
cooked,agnolotti,https://commons.wikimedia.org/wiki/Special:FilePath/Agnolotti_al_plin.jpg,cooked/agnolotti.jpg
uncooked,agnolotti-del-plin,https://commons.wikimedia.org/wiki/Special:FilePath/Agnolotti_single.png,uncooked/agnolotti-del-plin.png
cooked,agnolotti-del-plin,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/agnolotti-del-plin.jpg
uncooked,cappelletti,https://commons.wikimedia.org/wiki/Special:FilePath/Cappelletti_raw.jpg,uncooked/cappelletti.jpg
cooked,cappelletti,https://commons.wikimedia.org/wiki/Special:FilePath/Cappelletti_in_brodo.jpg,cooked/cappelletti.jpg
uncooked,cappelletti-umbri,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni2.jpg,uncooked/cappelletti-umbri.jpg
cooked,cappelletti-umbri,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/cappelletti-umbri.jpg
uncooked,caramelle,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni2.jpg,uncooked/caramelle.jpg
cooked,caramelle,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/caramelle.jpg
uncooked,conchiglioni,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni.jpg,uncooked/conchiglioni.jpg
cooked,conchiglioni,https://commons.wikimedia.org/wiki/Special:FilePath/Stuffed_Conchiglioni.jpg,cooked/conchiglioni.jpg
uncooked,mezzelune,https://commons.wikimedia.org/wiki/Special:FilePath/Mezzelune_pasta.jpg,uncooked/mezzelune.jpg
cooked,mezzelune,https://commons.wikimedia.org/wiki/Special:FilePath/Mezzelune_with_butter.jpg,cooked/mezzelune.jpg
uncooked,casoncelli,https://commons.wikimedia.org/wiki/Special:FilePath/Casoncelli.jpg,uncooked/casoncelli.jpg
cooked,casoncelli,https://commons.wikimedia.org/wiki/Special:FilePath/Casoncelli_alla_bergamasca.jpg,cooked/casoncelli.jpg
uncooked,pansotti,https://commons.wikimedia.org/wiki/Special:FilePath/Pansotti.jpg,uncooked/pansotti.jpg
cooked,pansotti,https://commons.wikimedia.org/wiki/Special:FilePath/Pansotti_al_prebuggiun.jpg,cooked/pansotti.jpg
uncooked,ravioletti,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni2.jpg,uncooked/ravioletti.jpg
cooked,ravioletti,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/ravioletti.jpg
uncooked,sacchettoni,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni2.jpg,uncooked/sacchettoni.jpg
cooked,sacchettoni,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/sacchettoni.jpg
uncooked,tortelli,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni2.jpg,uncooked/tortelli.jpg
cooked,tortelli,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/tortelli.jpg
uncooked,tortelloni,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni_uncooked.jpg,uncooked/tortelloni.jpg
cooked,tortelloni,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni_burro_e_salvia.jpg,cooked/tortelloni.jpg
uncooked,fazzoletti-ripieni,https://commons.wikimedia.org/wiki/Special:FilePath/Maltagliati.jpg,uncooked/fazzoletti-ripieni.jpg
cooked,fazzoletti-ripieni,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/fazzoletti-ripieni.jpg
uncooked,manicotti,https://commons.wikimedia.org/wiki/Special:FilePath/Cannelloni2.png,uncooked/manicotti.png
cooked,manicotti,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli_(15334987226).jpg,cooked/manicotti.jpg
uncooked,abbotta-pezziende,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/abbotta-pezziende.jpg
cooked,abbotta-pezziende,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/abbotta-pezziende.jpg
uncooked,elicoidali,https://commons.wikimedia.org/wiki/Special:FilePath/Cellentani2.jpg,uncooked/elicoidali.jpg
cooked,elicoidali,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/elicoidali.jpg
uncooked,gemelli,https://commons.wikimedia.org/wiki/Special:FilePath/Gemelli_pasta.jpg,uncooked/gemelli.jpg
cooked,gemelli,https://commons.wikimedia.org/wiki/Special:FilePath/Gemelli_with_pesto.jpg,cooked/gemelli.jpg
uncooked,dischi,https://commons.wikimedia.org/wiki/Special:FilePath/Croxetti2.png,uncooked/dischi.png
cooked,dischi,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/dischi.jpg
uncooked,fiori,https://commons.wikimedia.org/wiki/Special:FilePath/Fiori_bulk.jpg,uncooked/fiori.jpg
cooked,fiori,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/fiori.jpg
uncooked,gnocchetti,https://commons.wikimedia.org/wiki/Special:FilePath/Gnocchi_uncooked.jpg,uncooked/gnocchetti.jpg
cooked,gnocchetti,https://commons.wikimedia.org/wiki/Special:FilePath/Gnocchi_alla_sorrentina.jpg,cooked/gnocchetti.jpg
uncooked,creste-di-gallo,https://commons.wikimedia.org/wiki/Special:FilePath/Creste_di_gallo.jpg,uncooked/creste-di-gallo.jpg
cooked,creste-di-gallo,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/creste-di-gallo.jpg
uncooked,gramigna,https://commons.wikimedia.org/wiki/Special:FilePath/Gramigne_bulk.jpg,uncooked/gramigna.jpg
cooked,gramigna,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/gramigna.jpg
uncooked,gomiti,https://commons.wikimedia.org/wiki/Special:FilePath/Elbow_macaroni_pasta.jpg,uncooked/gomiti.jpg
cooked,gomiti,https://commons.wikimedia.org/wiki/Special:FilePath/Macaroni_and_cheese.jpg,cooked/gomiti.jpg
uncooked,gramignoni,https://commons.wikimedia.org/wiki/Special:FilePath/Gramigne_bulk.jpg,uncooked/gramignoni.jpg
cooked,gramignoni,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/gramignoni.jpg
uncooked,lumache,https://commons.wikimedia.org/wiki/Special:FilePath/Lumaconi_pasta.jpg,uncooked/lumache.jpg
cooked,lumache,https://commons.wikimedia.org/wiki/Special:FilePath/Stuffed_Lumaconi.jpg,cooked/lumache.jpg
uncooked,lumachine,https://commons.wikimedia.org/wiki/Special:FilePath/Lumachoni_top.png,uncooked/lumachine.png
cooked,lumachine,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/lumachine.jpg
uncooked,lumaconi,https://commons.wikimedia.org/wiki/Special:FilePath/Lumachoni_top.png,uncooked/lumaconi.png
cooked,lumaconi,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/lumaconi.jpg
uncooked,marziani,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/marziani.jpg
cooked,marziani,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/marziani.jpg
uncooked,messinesi,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/messinesi.jpg
cooked,messinesi,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/messinesi.jpg
uncooked,mandala,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/mandala.jpg
cooked,mandala,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/mandala.jpg
uncooked,mezze-penne,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_rigate_uncooked.jpg,uncooked/mezze-penne.jpg
cooked,mezze-penne,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_all_arrabbiata.jpg,cooked/mezze-penne.jpg
uncooked,margherita-messinese-lunga,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/margherita-messinese-lunga.jpg
cooked,margherita-messinese-lunga,https://commons.wikimedia.org/wiki/Special:FilePath/Minestrone_soup_(2).jpg,cooked/margherita-messinese-lunga.jpg
uncooked,mostaccioli,https://commons.wikimedia.org/wiki/Special:FilePath/Tortiglioni_closeup.png,uncooked/mostaccioli.png
cooked,mostaccioli,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/mostaccioli.jpg
uncooked,pennette,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_rigate_uncooked.jpg,uncooked/pennette.jpg
cooked,pennette,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_all_arrabbiata.jpg,cooked/pennette.jpg
uncooked,ondule,https://commons.wikimedia.org/wiki/Special:FilePath/Ricce_top.png,uncooked/ondule.png
cooked,ondule,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/ondule.jpg
uncooked,penne,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_rigate_uncooked.jpg,uncooked/penne.jpg
cooked,penne,https://commons.wikimedia.org/wiki/Special:FilePath/Penne_all_arrabbiata.jpg,cooked/penne.jpg
uncooked,pipe,https://commons.wikimedia.org/wiki/Special:FilePath/Pipe_rigate_pasta.jpg,uncooked/pipe.jpg
cooked,pipe,https://commons.wikimedia.org/wiki/Special:FilePath/Pipe_with_sauce.jpg,cooked/pipe.jpg
uncooked,pantacce,https://commons.wikimedia.org/wiki/Special:FilePath/Maltagliati.jpg,uncooked/pantacce.jpg
cooked,pantacce,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/pantacce.jpg
uncooked,quadrefiore,https://commons.wikimedia.org/wiki/Special:FilePath/Fiori_bulk.jpg,uncooked/quadrefiore.jpg
cooked,quadrefiore,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/quadrefiore.jpg
uncooked,radiatori,https://commons.wikimedia.org/wiki/Special:FilePath/Radiatori_pasta.jpg,uncooked/radiatori.jpg
cooked,radiatori,https://commons.wikimedia.org/wiki/Special:FilePath/Radiatori_with_sauce.jpg,cooked/radiatori.jpg
uncooked,ricciutelli,https://commons.wikimedia.org/wiki/Special:FilePath/Ricciutelle_bulk.jpg,uncooked/ricciutelli.jpg
cooked,ricciutelli,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/ricciutelli.jpg
uncooked,rigatoncini,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_uncooked.jpg,uncooked/rigatoncini.jpg
cooked,rigatoncini,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_con_pagliata.jpg,cooked/rigatoncini.jpg
uncooked,rocchetti,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/rocchetti.jpg
cooked,rocchetti,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/rocchetti.jpg
uncooked,sciviottini,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/sciviottini.jpg
cooked,sciviottini,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini_allamatriciana.jpg,cooked/sciviottini.jpg
uncooked,rotini,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_uncooked.jpg,uncooked/rotini.jpg
cooked,rotini,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_with_pesto.jpg,cooked/rotini.jpg
uncooked,sorprese,https://commons.wikimedia.org/wiki/Special:FilePath/Sorprese_bulk.jpg,uncooked/sorprese.jpg
cooked,sorprese,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/sorprese.jpg
uncooked,sorprese-lisce,https://commons.wikimedia.org/wiki/Special:FilePath/Sorprese2.jpg,uncooked/sorprese-lisce.jpg
cooked,sorprese-lisce,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/sorprese-lisce.jpg
uncooked,ruote,https://commons.wikimedia.org/wiki/Special:FilePath/Rotelle.jpg,uncooked/ruote.jpg
cooked,ruote,https://commons.wikimedia.org/wiki/Special:FilePath/Pasta_salad_ruote.jpg,cooked/ruote.jpg
uncooked,tufoli,https://commons.wikimedia.org/wiki/Special:FilePath/Ditali_bulk.jpg,uncooked/tufoli.jpg
cooked,tufoli,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/tufoli.jpg
uncooked,fazzoletti,https://commons.wikimedia.org/wiki/Special:FilePath/Maltagliati.jpg,uncooked/fazzoletti.jpg
cooked,fazzoletti,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/fazzoletti.jpg
uncooked,trennette,https://commons.wikimedia.org/wiki/Special:FilePath/Trenette_top.jpg,uncooked/trennette.jpg
cooked,trennette,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/trennette.jpg
uncooked,trenne,https://commons.wikimedia.org/wiki/Special:FilePath/Trenette_top.jpg,uncooked/trenne.jpg
cooked,trenne,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/trenne.jpg
uncooked,ziti,https://commons.wikimedia.org/wiki/Special:FilePath/Ziti_pasta.jpg,uncooked/ziti.jpg
cooked,ziti,https://commons.wikimedia.org/wiki/Special:FilePath/Baked_ziti.jpg,cooked/ziti.jpg
uncooked,trottole,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/trottole.jpg
cooked,trottole,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/trottole.jpg
uncooked,mparrettati,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/mparrettati.jpg
cooked,mparrettati,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/mparrettati.jpg
uncooked,passatelli,https://commons.wikimedia.org/wiki/Special:FilePath/Passatelli.jpg,uncooked/passatelli.jpg
cooked,passatelli,https://commons.wikimedia.org/wiki/Special:FilePath/Passatelli_in_brodo.jpg,cooked/passatelli.jpg
uncooked,foglie-dulivo,https://commons.wikimedia.org/wiki/Special:FilePath/Foglie_ulivo.jpg,uncooked/foglie-dulivo.jpg
cooked,foglie-dulivo,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/foglie-dulivo.jpg
uncooked,fusilli-bucati,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_uncooked.jpg,uncooked/fusilli-bucati.jpg
cooked,fusilli-bucati,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli_with_pesto.jpg,cooked/fusilli-bucati.jpg
uncooked,strozzapreti,https://commons.wikimedia.org/wiki/Special:FilePath/Strozzapreti.jpg,uncooked/strozzapreti.jpg
cooked,strozzapreti,https://commons.wikimedia.org/wiki/Special:FilePath/Strozzapreti_pasticciati.jpg,cooked/strozzapreti.jpg
uncooked,orecchiette,https://commons.wikimedia.org/wiki/Special:FilePath/Orecchiette_uncooked.jpg,uncooked/orecchiette.jpg
cooked,orecchiette,https://commons.wikimedia.org/wiki/Special:FilePath/Orecchiette_con_cime_di_rapa.jpg,cooked/orecchiette.jpg
uncooked,fricelli,https://commons.wikimedia.org/wiki/Special:FilePath/Fileja.jpg,uncooked/fricelli.jpg
cooked,fricelli,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/fricelli.jpg
uncooked,torchio,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/torchio.jpg
cooked,torchio,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/torchio.jpg
uncooked,mezzi-bombardoni,https://commons.wikimedia.org/wiki/Special:FilePath/Paccheri2.jpg,uncooked/mezzi-bombardoni.jpg
cooked,mezzi-bombardoni,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/mezzi-bombardoni.jpg
uncooked,pasta-al-ceppo,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglioni_bulk.jpg,uncooked/pasta-al-ceppo.jpg
cooked,pasta-al-ceppo,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni_Alla_Gricia.jpg,cooked/pasta-al-ceppo.jpg
uncooked,caserecce,https://commons.wikimedia.org/wiki/Special:FilePath/Caserecce.jpg,uncooked/caserecce.jpg
cooked,caserecce,https://commons.wikimedia.org/wiki/Special:FilePath/Caserecce_trapanese.jpg,cooked/caserecce.jpg
uncooked,paccheri,https://commons.wikimedia.org/wiki/Special:FilePath/Paccheri.jpg,uncooked/paccheri.jpg
cooked,paccheri,https://commons.wikimedia.org/wiki/Special:FilePath/Paccheri_ai_frutti_di_mare.jpg,cooked/paccheri.jpg
